cluster,MET2013_chr,pop_total.1,Agriculture,Architecture,"Area, Ethnic, and Civilization Studies",Biology and Life Sciences,Business,Communication Technologies,Communications,Computer and Information Sciences,Construction Services,Cosmetology Services and Culinary Arts,Criminal Justice and Fire Protection,Education Administration and Teaching,Electrical and Mechanic Repairs and Technologies,Engineering,Engineering Technologies,"English Language, Literature, and Composition",Environment and Natural Resources,Family and Consumer Sciences,Fine Arts,History,Interdisciplinary and Multi-Disciplinary Studies (General),Law,Liberal Arts and Humanities,Library Science,Linguistics and Foreign Languages,Mathematics and Statistics,Medical and Health Sciences and Services,Military Technologies,N/A,"Nuclear, Industrial Radiology, and Biological Technologies",Philosophy and Religious Studies,"Physical Fitness, Parks, Recreation, and Leisure",Physical Sciences,Psychology,"Public Affairs, Policy, and Social Work",Social Sciences,Theology and Religious Vocations,Transportation Sciences and Technologies
1,"Los Angeles-Long Beach-Anaheim, CA",13155752,0.0513583189715615,0.11397666584524307,0.12257344559699812,1.0145528456827289,2.7784789535199974,0.09789698202139281,1.39082129689302,0.4854979643875282,0.01770144372733478,0.02754882755158931,0.2347982738642265,0.35550977991470345,0.002227429548530069,1.1418751359354684,0.051155116300298044,0.5223257034142222,0.10985779532797782,0.21465523208959297,1.6528872144822042,0.2669011331044426,0.1720232647312649,0.016346566920716947,0.2804126684947481,8.168895654695861e-4,0.19011530852923786,0.1910084303802172,0.8854889568038561,0.0021502035688797153,59.97951813283001,0.0045027852537099745,0.12141768304347555,0.29537020949882486,0.358477084437498,1.1262402525968962,0.1370066163519971,1.8287631343926352,0.05630877545191364,0.011394583087577346
1,"Louisville/Jefferson County, KY-IN",1241381.25,0.1804398107906271,0.033042468825592114,0.018898839668459212,0.6719358685098286,2.3054412211961126,0.016376612217592228,0.7907359468632494,0.21485748523118925,0.03054454969509853,0,0.31344005810867676,0.8099530510725416,0,0.7696579654567222,0.04403953760689375,0.29976150969701143,0.01601380728367634,0.08518993055161511,0.45586498120337837,0.2119787706996901,0.13257027979695493,0.03334238340883002,0.16712730891593328,0,0.18725772752602035,0.15496441965410337,1.4004931090660657,0,51.78785786099643,0,0.10522932755043873,0.4646931265518724,0.27470324530944357,0.7807242364778182,0.16886680553276137,0.7539235633621172,0.2180181120172748,0.008264124569478464
1,"Memphis, TN-MS-AR",1257643,0.06052405057566653,0.045827482321232516,0.06105415559929926,1.364870025882005,2.391270343836084,0.01049637449551209,0.6318718984197857,0.3211551183960283,0.04822091100796409,0,0.18925792494851146,1.0490705652705568,0,0.6054677867930891,0.05619778868670237,0.3118927974317643,0.038192906928333686,0.16480131475204887,0.5776723614258319,0.29899916270002147,0.14072886470646115,0.048790208725691314,0.12871473522259283,0,0.1512026229718479,0.12851984987775944,1.0635934945030339,0,58.59728345070069,0.0072778967848677965,0.08438060140349539,0.43956002148666445,0.3350359200475122,0.7502159926044043,0.28869135721774575,0.7592152584361431,0.06578295215023894,0.009889911160340891
1,"Miami-Fort Lauderdale-West Palm Beach, FL",5839293.25,0.04196302332932167,0.1190949641334594,0.044926770433087106,0.9860886984057938,2.809495903836799,0.0526955970998439,0.8016399267877925,0.28035678349399235,0.01639302099425697,0.03229779687116545,0.5047283133473344,0.6758653034213107,0.010618249677690136,0.5622862247293811,0.020394272969836685,0.2183320391997714,0.033921864218558216,0.0632427833879572,0.5301174076954568,0.08571479966172725,0.07714512018777618,0.042736002089149266,0.11382040151818695,0.002028296724447518,0.09297020666047734,0.05995106066521477,0.9526879332419227,0,53.87902101579214,0,0.05718272953574268,0.23980604742145617,0.25509592055760855,0.9623526329220253,0.13082931266644451,0.8764842382173935,0.036176745358665774,0.031995172803306646
1,"Milwaukee-Waukesha-West Allis, WI",1569420.125,0.11197285104506186,0.13310178047398086,0.0797085805872022,1.3320614466062788,3.656208732761522,0.012874022489132886,0.8844244410509484,0.5351206672059374,0.04605704655104656,0.05612216939819912,0.3132678547114887,1.4267454386194502,0,1.0618422565403915,0.05115962106934783,0.4110986897563029,0.12430053394324864,0.11268495035355049,0.9121965776916373,0.24262732764831782,0.11406877498190707,0.023793470511644384,0.15015629424574556,0,0.12995523300977974,0.13385321247562812,1.1781510823823476,0,51.6078710233907,0.006424781827100079,0.1052100207484232,0.2322775721664165,0.2687199166075908,0.8929968934750662,0.2723756444603472,1.255357884750375,0.03814802874867443,0
1,"Minneapolis-St. Paul-Bloomington, MN-WI",3460161.875,0.22905252633700016,0.15401953840397414,0.10669239037542544,1.4029293812997938,3.9006906719797203,0.04624340144116177,1.3051918645091232,0.5913950676595346,0.036936117641926516,0.019583360835512313,0.30171819914809583,1.286051406458233,0,1.3470652337798672,0.09398652235389615,0.6558369722997737,0.23522974954073053,0.18887875418186056,1.1607151230567747,0.3601807316670785,0.25703710172361444,0.0819414901839565,0.11372024190700994,0,0.30849679979810773,0.3525617872806267,1.337779981269476,0,45.87339205338209,0,0.14961636042590654,0.4738359738055976,0.5501315204713443,1.3284672665402548,0.3076528774759295,1.6481817741608993,0.10883488496948257,0.06682171272676142
1,"Nashville-Davidson--Murfreesboro--Franklin, TN",1881981,0.2730724186550403,0.02970626275944973,0.021387653954450213,1.0441413046752857,3.591530695912453,0.17791267141519354,1.1179647614620363,0.35645452764534996,0.06080143503103603,0.03291025001943733,0.42370880430134894,1.4428853692227415,0,0.6369913699637128,0.09575822341818849,0.6318725681282615,0.07074016760733214,0.19563792775390357,1.1848857330450266,0.29909466968960935,0.23341509464730664,0.04711846328931235,0.23570051680559848,0,0.1481290183612343,0.1999601856798275,1.67749279539778,0,53.92223118424175,0,0.24470708233511948,0.41733546706151925,0.587918033493368,1.354487629218554,0.19508472724997813,0.9630790816306826,0.08339358654670999,0.11799648655052519
1,"New Orleans-Metairie, LA",1253622.5,0.04163426886766839,0.04854984469619399,0.030287552466681952,1.2743607372417958,2.560908265276531,0.08770814220930566,0.5733181839305223,0.28451578287598966,0.025454501616615614,0.03001927422999426,0.28305994198032225,0.9061841521270447,0,0.8628355342462731,0.084421920439407,0.31087059831510166,0.033746319081109886,0.12467376110721573,0.7693915433792817,0.18294499691344532,0.15741381277281247,0.024063742264574244,0.270320885750935,0,0.058277793774445356,0.10550451600292379,1.2245775314962573,0,53.99974563554526,0.0063038536245188384,0.07976951470563683,0.28608940818275647,0.6318908023427887,0.8685570889580398,0.17960376226850688,0.9079241234447988,0.017935609357468726,0.013325275460878168
1,"New York-Newark-Jersey City, NY-NJ-PA",19920052.75,0.04764503593779449,0.16411760702189745,0.11212937925924968,1.1993393282602376,4.763156044478203,0.054507406096487875,1.5731800703420835,0.744460109466574,0.02433072254506732,0.043384713382889316,0.6459916701292728,1.3379482467536439,0.0029015779025198425,1.0849516092747848,0.09889375529125483,0.7610472168676604,0.11711166027402932,0.10211959215961344,1.9234805989165042,0.49385291817189125,0.18059270220641613,0.08160010690957392,0.2721415762003286,0.007948786268747466,0.21038830124736774,0.3604382993495537,1.309784078832289,0,47.35557264646903,0.004386376016342655,0.17179216820756002,0.24181162446681398,0.5356342920547128,1.6230846747713799,0.25028532359954175,2.067391629307596,0.061904432526043406,0.030170262498413543
1,Not in identifiable area,69092260.375,0.2788677782954205,0.03980479816537548,0.026790758808463568,0.6255305481347758,1.382117954757246,0.0177904672689325,0.37950973713320696,0.21510047744127164,0.027501577696372615,0.023338848977016633,0.26887751786754166,1.02308614365594,0.005228223470916644,0.5633518201853497,0.05481827572269628,0.23869141918211173,0.1283643733403405,0.1047338879989427,0.3695411349503555,0.16941527260926173,0.0904458188743603,0.01625717451304142,0.08412460326495938,0.002587022726612045,0.08522500123358139,0.10515264507616753,0.8202089146507381,2.6775256805642417e-4,57.01971646099053,0.007300654222853985,0.04884028180363243,0.29133207024747826,0.2727951685600055,0.5132799099127713,0.16250143111886783,0.5118046375649897,0.062243668335714895,0.020338593229941686
1,"Oklahoma City, OK",1396826,0.16074422069785071,0.08534164201146399,0.05354986205852228,1.1382308590384775,2.616734312696407,0.0542014756290367,0.6482848152608933,0.2196800485580284,0.007438427122096764,0.05274110596592321,0.2636630755528927,1.1052717323327605,0,1.019878674265816,0.1503440687395519,0.2831450285242168,0.08343346490922916,0.29425504604934194,0.7187202448300822,0.060065512442920424,0.09570448141040724,0.0648870883297212,0.14492719485019667,0.015821789219380357,0.17763142505920887,0.055267127131003096,1.1718145954544315,0,60.135321767134556,0,0.1672626481050821,0.3712229127314861,0.42481958971998024,0.557032115269953,0.12277209695199306,0.9592797741985686,0.13918156600901427,0.08955777201535807
1,"Orlando-Kissimmee-Sanford, FL",2277068.25,0.023546787905126026,0.03835640749051276,0.032681098240068304,0.8206849463074334,3.531096499352121,0.24018712764228559,0.9852477090106502,0.43675459350454726,0.006035067903135436,0.021575418936010175,0.3208030743613754,0.9499092456735946,0,1.0036483223109294,0.030759548940024584,0.3946943215907478,0.07155595687287214,0.036830483518880665,0.9180941987563085,0.18932176503376244,0.22159124970485242,0.05389589403572546,0.06177986375167962,0,0.10809897320338357,0.11671985997660568,1.173661157916853,0.011291041840873922,64.42928410919394,0,0.03862479864342751,0.3646731613336181,0.3027220735767028,0.9795083894304146,0.17640071694826595,0.8745787364305762,0.03092020358729222,0.0017716772136706727
1,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",6072505.75,0.1262129525078036,0.0966548377899993,0.0904876739644557,1.5944695246951253,3.82316984365117,0.036249973392843235,1.1200642164894403,0.5141846762806142,0.03426207686124049,0.0367105533470375,0.5775417052959833,1.4023107020954715,0.011161223822433107,1.2522685206684778,0.04134969768235167,0.543325003705681,0.1693657077722261,0.0775373534741381,0.9614661891553832,0.37986771279455955,0.18169580667248167,0.024403380802898927,0.1943199568144198,0.002387580759919204,0.15304210644015181,0.2741848805076068,1.640150802591868,0,50.37592289888383,0.014971623644603544,0.08341859111378197,0.41479445406831744,0.6743745614503819,1.2234898533913927,0.22148278318680245,1.2486110088147757,0.08544725939989671,0.0075823537294727635
1,"Phoenix-Mesa-Scottsdale, AZ",4462927.25,0.058319380633896314,0.08284500304805072,0.08538994868569283,0.8731329972753269,2.0701645491646357,0.005981950222052598,0.7753147622671337,0.43712011992177335,0.02842461259304928,0.028325431455081235,0.2753682708192344,0.9151334530641207,0.021634199041200387,1.0424252890966037,0.08917868680592032,0.2181817013709076,0.03437317836257987,0.1354219916653436,0.5848216591871338,0.11853436954467593,0.19217817502992035,0.01818455027945434,0.13685860439763456,0,0.07267801291555007,0.07097915576629688,0.9990468420294495,0,58.363512260274575,0,0.06882144261096616,0.35123271968658476,0.20028080918633695,0.7323252544754311,0.14364231474011824,0.7344767018334784,0.04146281913383331,0.04623678301167862
1,"Pittsburgh, PA",2305213.25,0.06038021505798978,0.08333355126819514,0.05859028898434052,1.3445603699676856,4.188200149097131,0.027009635732758643,1.086462476853654,0.7554279048917759,0.01864946518891786,0.03552959416683448,0.37949369327418436,1.648318251237452,0.012083738686538075,1.8789313210104002,0.12291276857004174,0.575225336561248,0.1739302169958371,0.07820978275096999,1.029964737027764,0.3904871932776295,0.19003936128214904,0.01846053508952945,0.10651095544508406,0.007207097072336279,0.16687013464626227,0.3268090254210819,1.7628202332884142,0,44.49603048990243,0,0.084614827700206785,0.550502088292989,0.7268904595734719,1.105109772832804,0.255445925820204,1.11424739380967,0.05408616900249113,0.024192623040236047
